First Author,Year,Country,Design,Outcome,Population - Primary,Population - Original,Risk Factor - Category,Risk Factor - Primary,Risk Factor - Secondary,Risk Factor - Original,Comparator,Estimator,Size Effect,Confidence Interval,P Value,Paper Title,Paper DOI,Paper PMID,Paper Web Link
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized adult patients with a principal diagnosis of depressive disorder,Education,Higher education,Tertiary education,Education: Tertiary,Basic,HR,1.295,CI95 [1.160-1.445],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.12997,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized female adult patients with a principal diagnosis of depressive disorder,Psychiatric and Mental Health Conditions,Depression severity,Depression severity: Clinical diagnosis of psychotic depression,Depression severity: Psychotic depression,Moderate,HR,1.423,CI95 [1.198-1.692],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.13008,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized adult patients with a principal diagnosis of depressive disorder,Psychiatric and Mental Health Conditions,Depression severity,Depression severity: Clinical diagnosis of psychotic depression,Depression severity: Psychotic depression,Moderate,HR,1.451,CI95 [1.301-1.619],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.12992,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized male adult patients with a principal diagnosis of depressive disorder,Psychiatric and Mental Health Conditions,Depression severity,Depression severity: Clinical diagnosis of psychotic depression,Depression severity: Psychotic depression,Moderate,HR,1.47,CI95 [1.276-1.694],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.13001,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized female adult patients with a principal diagnosis of depressive disorder,Education,Higher education,Tertiary education,Education: Tertiary,Basic,HR,1.536,CI95 [1.295-1.823],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.13013,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized female adult patients with a principal diagnosis of depressive disorder,Substance Use and Addictions,Alcohol use and disorder,Alcohol dependence,Alcohol dependence,,HR,1.647,CI95 [1.338-2.026],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.13009,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized male adult patients with a principal diagnosis of depressive disorder,Non-fatal suicidal behaviors,SA,SA at hospital admission,Suicide attempt at admission,,HR,2,CI95 [1.700-2.355],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.13003,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized adult patients with a principal diagnosis of depressive disorder,Gender,Man/Male/Boy,Man,Men,Women,HR,2.069,CI95 [1.908-2.243],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.12990,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized female adult patients with a principal diagnosis of depressive disorder,Non-fatal suicidal behaviors,SA,SA during previous 4 years,Suicide attempt during previous 4 years,,HR,2.083,CI95 [1.673-2.592],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.13011,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized adult patients with a principal diagnosis of depressive disorder,Non-fatal suicidal behaviors,SA,SA at hospital admission,Suicide attempt at admission,,HR,2.11,CI95 [1.862-2.391],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.12994,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized adult patients with a principal diagnosis of depressive disorder,Non-fatal suicidal behaviors,SA,SA during previous 4 years,Suicide attempt during previous 4 years,,HR,2.111,CI95 [1.845-2.415],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.12995,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized male adult patients with a principal diagnosis of depressive disorder,Non-fatal suicidal behaviors,SA,SA during previous 4 years,Suicide attempt during previous 4 years,,HR,2.116,CI95 [1.783-2.510],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.13004,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aaltonen,2019,Finland,Cohort,SC,Individuals suffering from depression,First-hospitalized female adult patients with a principal diagnosis of depressive disorder,Non-fatal suicidal behaviors,SA,SA at hospital admission,Suicide attempt at admission,,HR,2.248,CI95 [1.849-2.733],,Risk factors for suicide in depression in Finland: first-hospitalized patients followed up to 24 years,10.1111/acps.13010,30480317,https://pubmed.ncbi.nlm.nih.gov/30480317/
Aiken,2019,USA,Cohort,Change in SI from baseline to 6 months,Relatives of persons who suffer from a psychiatric disorder,Families of adolescents hospitalized following a SA and families of matched psychiatric controls,Gender,Man/Male/Boy,Boy,Gender: Boys (Mother behaviours model),Girls,Unstandardized weight,-0.34,,< 0.05,Observed Interactions in Families of Adolescent Suicide Attempters, 10.1111/sltb.12423,29194697,https://pubmed.ncbi.nlm.nih.gov/29194697/
Aiken,2019,USA,Cohort,Change in SI from baseline to 6 months,Relatives of persons who suffer from a psychiatric disorder,Families of adolescents hospitalized following a SA and families of matched psychiatric controls,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression (Mother behaviours model),,Unstandardized weight,-0.04,,< 0.05,Observed Interactions in Families of Adolescent Suicide Attempters, 10.1111/sltb.12424,29194697,https://pubmed.ncbi.nlm.nih.gov/29194697/
Aiken,2019,USA,Cohort,Change in SI from baseline to 6 months,Relatives of persons who suffer from a psychiatric disorder,Families of adolescents hospitalized following a SA and families of matched psychiatric controls,Gender,Man/Male/Boy,Boy,Gender: Boys (Father behaviours model),Girls,Unstandardized weight,-0.48,,< 0.01,Observed Interactions in Families of Adolescent Suicide Attempters, 10.1111/sltb.12425,29194697,https://pubmed.ncbi.nlm.nih.gov/29194697/
Aiken,2019,USA,Cohort,Change in SI from baseline to 6 months,Relatives of persons who suffer from a psychiatric disorder,Families of adolescents hospitalized following a SA and families of matched psychiatric controls,Gender,Man/Male/Boy,Boy,Gender: Boys (Adolescents with mother model),Girls,Unstandardized weight,-0.38,,< 0.05,Observed Interactions in Families of Adolescent Suicide Attempters, 10.1111/sltb.12426,29194697,https://pubmed.ncbi.nlm.nih.gov/29194697/
Aiken,2019,USA,Cohort,Change in SI from baseline to 6 months,Relatives of persons who suffer from a psychiatric disorder,Families of adolescents hospitalized following a SA and families of matched psychiatric controls,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,Depression (Adolescents with mother model),,Unstandardized weight,-0.05,,< 0.05,Observed Interactions in Families of Adolescent Suicide Attempters, 10.1111/sltb.12427,29194697,https://pubmed.ncbi.nlm.nih.gov/29194697/
Aiken,2019,USA,Cohort,Change in SI from 6 to 24 months,Relatives of persons who suffer from a psychiatric disorder,Families of adolescents hospitalized following a SA and families of matched psychiatric controls,Coping and Problem Solving,Problem Solving,Problem solving constructiveness: more constructive than unconstructive,Problem solving constructiveness: more constructive than unconstructive (Mother behaviours model),More unconstructive,Unstandardized weight,-0.17,,< 0.05,Observed Interactions in Families of Adolescent Suicide Attempters, 10.1111/sltb.12428,29194697,https://pubmed.ncbi.nlm.nih.gov/29194697/
Ammerman,2018,USA,Cohort,SI,"Children, adolescents and young adults",Adolescents,Suicidal ideation and cognitions,SI,SI,SI at T1,,Beta,0.36,,< 0.001,Risk-Taking Behavior and Suicidality: The Unique Role of Adolescent Drug Use,10.1080/15374416.2016.1220313,27732082,https://pubmed.ncbi.nlm.nih.gov/27732082/
Ansell,2016,USA,Cohort,Number of SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Adults with multiple SAs,Psychiatric and Mental Health Conditions,Personality disorder,Narcissistic personality disorder,Narcissistic personality disorder (poisson step),(Continuous),RR,1.18,,< 0.001,Personality Disorder Risk Factors for Suicide Attempts Over 10 Years of Follow-Up, 10.1037/per0000090,25705977,https://pubmed.ncbi.nlm.nih.gov/25705977/
Ansell,2015,USA,Cohort,SA,Individuals suffering from a personality disorder,Adults with personality disorders and adults with major depressive disorder but no PD,Psychiatric and Mental Health Conditions,Personality disorder,Borderline personality disorder,Borderline personality disorder (logistic step),Attempter vs. non-attempter,OR,1.77,,< 0.001,Personality Disorder Risk Factors for Suicide Attempts Over 10 Years of Follow-Up, 10.1037/per0000089,25705977,https://pubmed.ncbi.nlm.nih.gov/25705977/
Bahorik,2018,USA,Cohort,SI,Individuals suffering from depression,Psychiatry outpatients with depression ,Substance Use and Addictions,Drug use disorder,Recreational marijuana use,Recreational marijuana use,,B,1.08,,0.003,"Medical and non-medical marijuana use in depression: Longitudinal associations with suicidal ideation, everyday functioning, and psychiatry service utilization", 10.1016/j.jad.2018.05.065,30086434,https://pubmed.ncbi.nlm.nih.gov/30086434/
Barnert,2017,USA,Cohort,Suicidal thoughts,,Adults,Psychiatric and Mental Health Conditions,Depressive symptoms,Depressive symptoms,Baseline depressive symptoms,,OR,1.33,CI95 [1.04-1.70],,How Does Incarcerating Young People Affect Their Adult Health Outcomes?, 10.1542/peds.2016-2629,28115536,https://pubmed.ncbi.nlm.nih.gov/28115536/
Barnert,2017,USA,Cohort,Suicidal thoughts,,Adults,Family Characteristics,Family adversity,Parental incarceration,Parental incarceration,,OR,1.48,CI95 [1.16-1.90],,How Does Incarcerating Young People Affect Their Adult Health Outcomes?, 10.1542/peds.2016-2627,28115536,https://pubmed.ncbi.nlm.nih.gov/28115536/
Barnert,2017,USA,Cohort,Suicidal thoughts,,Adults,Living Condition,Household structure ,Family household structure: Other,Family household structure: Other,2 biological parents,OR,1.74,CI95 [1.12-2.71],,How Does Incarcerating Young People Affect Their Adult Health Outcomes?, 10.1542/peds.2016-2626,28115536,https://pubmed.ncbi.nlm.nih.gov/28115536/
Barnert,2017,USA,Cohort,Suicidal thoughts,,Adults,Legal Issues,Custody,Cumulative incarceration duration: > 1 year ,Cumulative incarceration duration: > 1 year ,No incarceration,OR,2.34,CI95 [1.09 - 5.01],,How Does Incarcerating Young People Affect Their Adult Health Outcomes?, 10.1542/peds.2016-2624,28115536,https://pubmed.ncbi.nlm.nih.gov/28115536/
Barnert,2017,USA,Cohort,Suicidal thoughts,,Adults,Suicidal ideation and cognitions,SI,Suicidality,Baseline suicidality,,OR,2.86,CI95 [2.23-3.67],,How Does Incarcerating Young People Affect Their Adult Health Outcomes?, 10.1542/peds.2016-2630,28115536,https://pubmed.ncbi.nlm.nih.gov/28115536/
Batterham,2014,Australia,Cohort,SA (& suicide plans),Adults,"Individuals in their 20s, 40s, and 60s",Psychiatric and Mental Health Conditions,Depression severity,PHQ-9 depression score,PHQ-9 depression score,,OR,1.173,,< 0.001,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.017,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SI,Adults,"Individuals in their 20s, 40s, and 60s",Psychiatric and Mental Health Conditions,Depression severity,PHQ-9 depression score,PHQ-9 depression score,,OR,1.176,,< 0.001,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.009,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SI,Adults,"Individuals in their 20s, 40s, and 60s",Income and Socioeconomic Status,Financial Problems and Precarity ,Recent financial problems,Recent financial problems,,OR,1.428,,0.008,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.008,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SI,Adults,"Individuals in their 20s, 40s, and 60s",Realtionship Status ,Separated/divorced/widowed ,Long-term separation (> 5 years),Separation: long-term (> 5 years),"Not separated, married",OR,1.557,,0.012,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.006,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SI,Adults,"Individuals in their 20s, 40s, and 60s",Age,Age: 40s,Age: 40s,Age group: 40s,60s,OR,1.564,,0.017,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.007,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SI,Adults,"Individuals in their 20s, 40s, and 60s",Realtionship Status ,Separated/divorced/widowed ,Medium-term separation (> 2-5 years),Separation: medium-term (> 2-5 years),"Not separated, married",OR,1.646,,0.041,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.005,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SA (& suicide plans),Adults,"Individuals in their 20s, 40s, and 60s",Income and Socioeconomic Status,Financial Problems and Precarity ,Recent financial problems,Recent financial problems,,OR,1.804,,0.017,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.016,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SA (& suicide plans),Adults,"Individuals in their 20s, 40s, and 60s",Suicidal ideation and cognitions,SI,SI,Previous SI,,OR,2.424,,0.006,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.018,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SI,Adults,"Individuals in their 20s, 40s, and 60s",Realtionship Status ,Separated/divorced/widowed ,Recent separation (? 2 years) ,Separation: recent (? 2 years),"Not separated, married",OR,2.731,,< 0.001,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.004,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SA (& suicide plans),Adults,"Individuals in their 20s, 40s, and 60s",Realtionship Status ,Separated/divorced/widowed ,Long-term separation (> 5 years),Separation: long-term (> 5 years),"Not separated, married",OR,2.765,,0.013,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.015,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SA (& suicide plans),Adults,"Individuals in their 20s, 40s, and 60s",Realtionship Status ,Separated/divorced/widowed ,Medium-term separation (> 2-5 years),Separation: medium-term (> 2-5 years),"Not separated, married",OR,2.975,,0.034,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.014,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SA (& suicide plans),Adults,"Individuals in their 20s, 40s, and 60s",Realtionship Status ,Single/Unmarried,"Not separated, unmarried","Not separated, unmarried","Not separated, married",OR,3.31,,0.012,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.011,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SA (& suicide plans),Adults,"Individuals in their 20s, 40s, and 60s",Realtionship Status ,Separated/divorced/widowed ,To be separated ,To be separated ,"Not separated, married",OR,4.129,,0.005,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.012,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SA (& suicide plans),Adults,"Individuals in their 20s, 40s, and 60s",Non-fatal suicidal behaviors,SA,Previous suicidal plan/attempt,Previous suicidal/attempt,,OR,5.21,,< 0.001,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.019,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SI,Adults,"Individuals in their 20s, 40s, and 60s",Suicidal ideation and cognitions,SI,SI,Previous SI,,OR,7.508,,< 0.001,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.010,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batterham,2014,Australia,Cohort,SA (& suicide plans),Adults,"Individuals in their 20s, 40s, and 60s",Realtionship Status ,Separated/divorced/widowed ,Recent separation (? 2 years) ,Separation: recent (? 2 years),"Not separated, married",OR,7.747,,< 0.001,Temporal effects of separation on suicidal thoughts and behaviours, 10.1016/j.socscimed.2014.04.013,24768777,https://pubmed.ncbi.nlm.nih.gov/24768777/
Batty,2018,UK,Cohort,SC,Females,Women aged 30-95 years,Physical Health Conditions,Systemic inflammation,Systemic inflammation: Quartile 4 (? 7.4) (cell counts expressed as x10^9 cells/L),Systemic inflammation: Quartile 4 (? 7.4) (cell counts expressed as x10^9 cells/L),Quartile 1 (< 5.4),HR,1.32,CI95 [1.09-1.60],,Systemic inflammation and suicide risk: cohort study of 419 527 Korean men and women, 10.1136/jech-2017-210088,29572361,https://pubmed.ncbi.nlm.nih.gov/29572361/
Batty,2018,UK,Cohort,SC,Females,Women aged 30-95 years,Physical Health Conditions,Systemic inflammation,Systemic inflammation: Quartile 3 (? 6.3 to <7.4) (cell counts expressed as �10^9 cells/L) ,Systemic inflammation: Quartile 3 (? 6.3 to <7.4) (cell counts expressed as �10^9 cells/L) ,Quartile 1 (< 5.4),HR,1.34,CI95 [1.10-1.62],,Systemic inflammation and suicide risk: cohort study of 419 527 Korean men and women, 10.1136/jech-2017-210087,29572361,https://pubmed.ncbi.nlm.nih.gov/29572361/
Batty,2018,UK,Cohort,SC,Females,Women aged 30-95 years,Physical Health Conditions,Systemic inflammation,Systemic inflammation: Quartile 2 (? 5.4 to <6.3) (cell counts expressed as �10^9 cells/L) ,Systemic inflammation: Quartile 2 (? 5.4 to <6.3) (cell counts expressed as �10^9 cells/L) ,Quartile 1 (< 5.4),HR,1.35,CI95 [1.11-1.64],,Systemic inflammation and suicide risk: cohort study of 419 527 Korean men and women, 10.1136/jech-2017-210086,29572361,https://pubmed.ncbi.nlm.nih.gov/29572361/
Beckman,2019,Sweden,Cohort,Impulsive SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Adults who have attempted suicide ,Age,Age: < 25 years ,Age: 18-25 years ,Young adults (18-25) ,Older adults (³ 26),OR,1.8,CI95 [1.3-2.6],,Impulsive suicide attempts among young people-A prospective multicentre cohort study in Sweden, 10.1016/j.jad.2018.09.070,30268958,https://pubmed.ncbi.nlm.nih.gov/30268958/
Bergman,2017,Scotland,Cohort,SC,Military service members and veterans,Veterans,Age,Birth year: 1950-54 (above 27 years),Birth year: 1950-54 (above 27 years),Birth year: 1950-54,Non-veterans,HR,1.44,CI95 [1.06-1.97],,Suicide in Scottish military veterans: a 30-year retrospective cohort study, 10.1093/occmed/kqx048,28486642,https://pubmed.ncbi.nlm.nih.gov/28486642/
Bergman,2017,Scotland,Cohort,SC,Military service members and veterans,Veterans,Gender,Woman/Female/Girl,Female,Female,Non-veterans,HR,2.44,CI95 [1.32-4.51],,Suicide in Scottish military veterans: a 30-year retrospective cohort study, 10.1093/occmed/kqx047,28486642,https://pubmed.ncbi.nlm.nih.gov/28486642/
Bethune,2016,Canada,Cohort,SI at 3 month follow-up,Individuals suffering from a physical health condition,Patients with a concussion or mild traumatic brain injury,Race/Ethnicity/Language,Other Race/Ethnicity/Language,English as a second language,English as a second language,,OR,2.14,CI95 [1.00-4.59],,Suicidal Ideation After Mild Traumatic Brain Injury: A Consecutive Canadian Sample,10.1080/13811118.2016.1199990,27310250,https://pubmed.ncbi.nlm.nih.gov/27310250/
Bethune,2016,Canada,Cohort,SI at 3 month follow-up,Individuals suffering from a physical health condition,Patients with a concussion or mild traumatic brain injury,Psychiatric and Mental Health Conditions,Characterized depressive disorder,Depression,History of depression,,OR,2.92,CI95 [1.19-7.17],,Suicidal Ideation After Mild Traumatic Brain Injury: A Consecutive Canadian Sample,10.1080/13811118.2016.1199991,27310250,https://pubmed.ncbi.nlm.nih.gov/27310250/
Bethune,2016,Canada,Cohort,SI at 3 month follow-up,Individuals suffering from a physical health condition,Patients with a concussion or mild traumatic brain injury,Psychiatric and Mental Health Conditions,Post-traumatic stress disorder and trauma,Being a passenger in a motor vehicle crash,Being a passenger in a motor vehicle crash,,OR,3.22,CI95 [1.22-8.41],,Suicidal Ideation After Mild Traumatic Brain Injury: A Consecutive Canadian Sample,10.1080/13811118.2016.1199990,27310250,https://pubmed.ncbi.nlm.nih.gov/27310250/
Bethune,2016,Canada,Cohort,SI at 6 month follow-up,Individuals suffering from a physical health condition,Patients with a concussion or mild traumatic brain injury,Race/Ethnicity/Language,Other Race/Ethnicity/Language,English as a second language,English as a second language,,OR,4.55,CI95 [1.69-12.23],,Suicidal Ideation After Mild Traumatic Brain Injury: A Consecutive Canadian Sample,10.1080/13811118.2016.1199992,27310250,https://pubmed.ncbi.nlm.nih.gov/27310250/
Bethune,2016,Canada,Cohort,SI at 6 month follow-up,Individuals suffering from a physical health condition,Patients with a concussion or mild traumatic brain injury,Psychiatric and Mental Health Conditions,Post-traumatic stress disorder and trauma,Being a passenger in a motor vehicle crash,Being a passenger in a motor vehicle crash,,OR,4.59,CI95 [1.45-14.50],,Suicidal Ideation After Mild Traumatic Brain Injury: A Consecutive Canadian Sample,10.1080/13811118.2016.1199993,27310250,https://pubmed.ncbi.nlm.nih.gov/27310250/
Bhatti,2016,Canada,Cohort,DSH,Individuals who underwent surgery,Adults with roux-en-Y gastric bypass,Physical Health Conditions,Digestive condition,Bariatric surgery ,Bariatric surgery ,Before surgery,RR,1.5,CI95 [1.01-2.26],,Self-harm Emergencies After Bariatric Surgery A Population-Based Cohort Study,10.1001/jamasurg.2015.3418,26444444,https://pubmed.ncbi.nlm.nih.gov/26444444/
